,index,content,type,label
3786,44676,"<p>已知$$1$$纳米$$=0.000000001$$米，则$$36$$纳米用科学记数法表示为（ &nbsp; ）．</p>
解析：
<p>$$36$$纳米$$=0.000000001\times 36$$米$$=3.6\times {{10}^{-8}}$$米；</p>
<p>故选：$$\text{B}$$．</p>",普通题,科学记数法：表示较小的数
3787,19674,"<p>当$$S$$恰好等于原长方形$$OABC$$面积的一半时，数轴上点$${{A}^{\prime}}$$表示的数为&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;</p>
解析：
<p>∵$$S$$恰好等于原长方形$$OABC$$面积的一半，</p>
<p>∴$$S=6$$，</p>
<p>∴$$O^\prime{A}=6\div 3=2$$，</p>
<p>当向左运动时，如图$$1$$，$${{A}^{\prime}}$$表示的数为$$2$$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""132"" src=""https://taltools.speiyou.com"" width=""226""></p>
<p>当向右运动时，如图$$2$$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""130"" src=""https://taltools.speiyou.com"" width=""222""></p>
<p>∵$${{O}^{\prime}}{{A}^{\prime}}=AO=4$$，</p>
<p>∴$$O{{A}^{\prime}}=4+4-2=6$$，</p>
<p>∴$${{A}^{\prime}}$$表示的数为$$6$$，</p>
<p>故答案为：$$6$$或$$2$$．</p>",普通题,矩形的周长与面积
3788,35376,"<p>已知$${{2}^{3}}\times {{8}^{3}}={{2}^{n}}$$，则$$n$$的值是（ &nbsp; ）．</p>
解析：
<p>$${{2}^{3}}\times {{8}^{3}}={{2}^{3}}\times {{({{2}^{3}})}^{3}}$$</p>
<p>$$={{2}^{3}}\times {{2}^{3\times 3}}$$</p>
<p>$$={{2}^{3}}\times {{2}^{9}}$$</p>
<p>$$={{2}^{12}}$$</p>
<p>$$={{2}^{n}}$$，</p>
<p>故$$n=12$$．</p>
<p>故选$$\text{D}$$．</p>
",普通题,幂的综合运算
3789,30920,"<p>若去时坐火车，回来坐飞机，且飞机成人票打五五折，其他开支不变，他们准备了$$14000$$元，是否够用? 如果不够，他们准备不再增加开支，而是压缩住宿的费用，请问他们预定的标准间房价每天不能超过多少元？</p>
解析：
<p>往返交通费：$$524\times3+524\div2+1240\times0.55\times3+1240\div2=4500$$，</p>
<p>$$4500+5000+2000+1080+1920=14500\geqslant14000$$，不够；</p>
<p>设预定的房间房价每天$$a$$元</p>
<p>则$$4500+2000+1080+1920+10a\leqslant14000$$，</p>
<p>解得$$a&lt;450$$，</p>
<p>答：标准间房价每日每间不能超过$$450$$元．</p>",普通题,不等式组的经济问题
3790,1625,"在直径为200cm的圆柱形油槽内装入一些油以后，截面如图．若油面的宽AB=160cm，则油的最大深度为（ ）<br/><img src=""https://taltools.speiyou.com"" style=""vertical-align:middle;"" alt=""""><table border=""1"" name=""optionsTable"" style=""width:100%;table-layout:fixed;"" cols=""4""></table>
解析：
<br/>【分析】<br/>连接OA，过点O作OE⊥AB，交AB于点M，由垂径定理求出AM的长，再根据勾股定理求出OM的长，进而可得出ME的长．<br/>【详解】<br/>解：连接OA，过点O作OE⊥AB，交AB于点M，交圆O于点E，<br/><img src=""https://taltools.speiyou.com?resizew=120"" style=""vertical-align:middle;"" alt="""" width=""120px"" height=""116px""><br  />∵直径为200cm，AB=160cm，<br  />∴OA=OE=100cm，AM=80cm，<br/>$$\therefore OM=\sqrt{O{{A}^{2}}-A{{M}^{2}}}=\sqrt{{{100}^{2}}-{{80}^{2}}}=60\text{cm}$$，<br/>∴ME=OE-OM=100-60=40cm．<br  />故选：A．<br/>考点：(1)、垂径定理的应用；(2)、勾股定理．",普通题,垂径定理以及应用
3791,52675,"<p>这次调查一共抽取了多少名学生？</p>

解析：
<p>本次调查的总人数为$$(20+30+90)\div (1-30\%)=140\div 70\%=200$$人．</p>",普通题,用样本估计总体
3792,12621,"<p>当每箱苹果的销售价为多少元时，可以获得最大利润？最大利润是多少？</p>
解析：
<p>由（$$2$$）得：</p>
<p>∵$$y=-3{{x}^{2}}+360x-9600$$，</p>
<p>$$a&lt;{}0$$，</p>
<p>&there4;抛物线开口向下．</p>
<p>当$$x=-\frac{b}{2a}=60$$时，$$y$$有最大值．</p>
<p>又∵$$x&lt;{}60$$，$$y$$随$$x$$的增大而增大．</p>
<p>&there4;当$$x=55$$元时，$$y$$的最大值为$$1125$$元．</p>
<p>&there4;当每箱苹果的销售价为$$55$$元时，可以获得$$1125$$元的最大利润．</p>",普通题,二次函数的利润问题
3793,11550,"<p>计算：$$(2{{a}^{3}})\cdot (-3{{a}^{2}})=$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>原式$$=8{{a}^{3}}\cdot (-3{{a}^{2}})$$</p>
<p>$$~~~~~=-24{{a}^{5}}$$．</p>
<p>故答案为：$$-24{{a}^{5}}$$．</p>",普通题,同底数幂的乘法
3794,8536,"<p>求$$l_1$$与$$l_2$$的交点坐标，直接写出不等式$$k+b&gt;x-2$$的解集．</p>
解析：
<p>联立解析式，得$$\begin{cases}y_1=2x-1\\&nbsp; y_2=x-2\\ \end{cases}$$，</p>
<p>解得$$\begin{cases}x=-1\\ y=-3 \\ \end{cases}$$，</p>
<p>&there4;$$l_1$$，$$l_2$$的交点坐标为$$(-1,-3)$$，</p>
<p>根据图象可知，不等式$$kx+b&gt;x-2$$的解集为$$x&gt;-1$$．</p>",普通题,一次函数与一元一次不等式
3795,4370,"<p>$$9{{a}^{2}}-12ab+4{{b}^{2}}-4{{a}^{2}}-12ab-9{{b}^{2}}$$，其中$$a=\frac{1}{2}$$，$$b=-\frac{1}{2}$$．</p>

解析：
<p>$$9{{a}^{2}}-12ab+4{{b}^{2}}-4{{a}^{2}}-12ab-9{{b}^{2}}$$</p>
<p>$$=5{{a}^{2}}-24ab-5{{b}^{2}}$$，</p>
<p>当$$a=\frac{1}{2}$$，$$b=-\frac{1}{2}$$时，</p>
<p>原式$$=5\times {{\left( \frac{1}{2} \right)}^{2}}-24\times \frac{1}{2}\times \left( -\frac{1}{2} \right)-5\times {{\left( -\frac{1}{2} \right)}^{2}}$$</p>
<p>$$=6$$．</p>
",普通题,整式加减化简求值-直接代入化简求值
3796,10060,"<p>已知点$$E$$坐标为$$(4,1)$$，$$P$$是图②中图象上一点，其横坐标为$$m$$，连接$$PD$$、$$PE$$．当$$\triangle PDE$$的面积为$$1$$时，直接写出$$m$$的值．</p>
<p style=""text-align:right""><img alt="""" data=""https://taltools.speiyou.com"" height=""163"" src=""https://taltools.speiyou.com"" width=""193"" /></p>
解析：
<p>如图，$$D$$、$$E$$两点坐标分别为$$(2,1)$$、$$(4,1)$$，<img alt="""" data=""https://taltools.speiyou.com"" height=""129"" src=""https://taltools.speiyou.com"" style=""float:right"" width=""233"" /></p>
<p>当$$x &nbsp;&lt; &nbsp;0$$或，$$x&gt;6$$时，$$n=-\frac{1}{8}{{m}^{2}}-\frac{3}{4}m$$①，</p>
<p>当$$0\leqslant x\leqslant 6$$，$$n=\frac{1}{8}{{m}^{2}}-\frac{3}{4}m$$②，</p>
<p>当点$$P$$在曲线任何位置时，</p>
<p>$$\triangle PDE$$的面积表达式为：$${{S}_{\triangle PDE}}=\frac{1}{2}DE\cdot ({{y}_{p}}-{{y}_{D}})$$$$=|1-n|=1$$，</p>
<p>$$n=0$$或$$2$$，</p>
<p>把$$n$$值代入①、②解得：</p>
<p>$$m=0$$或$$6$$或$$8$$或$$-2$$．</p>
",普通题,二次函数与面积
3797,2472,"<p>若从中随机摸出$$2$$个乒乓球，求摸出的$$2$$个球都是黄球的概率．</p>
解析：
<p>根据题意画出树状图如下：</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""97"" src=""https://taltools.speiyou.com"" width=""189""></p>
<p>共有$$12$$种等情况数，其中摸出的$$2$$个球都是黄球的有$$6$$种，</p>
<p>则摸出的$$2$$个球都是黄球的概率是$$\frac{6}{12}=\frac{1}{2}$$．</p>",普通题,树形图
3798,15222,"<p>当抛物线的开口方向向下时，$$m$$的取值范围是&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>∵抛物线$$y=m{{x}^{2}}+\left( m-3 \right)x+1\left( m\ne 0 \right)$$与$$x$$轴的交点至少有一个在原点的右侧，&there4;$$m\ne 0$$，</p>
<p>∵抛物线的开口向下，</p>
<p>&there4;$$m&lt;{}0$$，</p>
<p>令$$x=0$$，则$$y=1$$，</p>
<p>即当二次函数$$y=m{{x}^{2}}+\left( m-3 \right)x+1$$的图象向下时，该抛物线与$$y$$轴交与正半轴，</p>
<p>所以方程$$m{{x}^{2}}+\left( m-3 \right)x+1=0$$有一正一负两个根，符合题意，</p>
<p>故答案为：$$m&lt;{}0$$．</p>",普通题,二次函数与坐标轴交点
3799,30973,"<p>求证：$$AD$$与⊙$$O$$相切．</p>
解析：
<p>连接$$OD$$，</p>
<p>∵$$\angle A=\angle C=30{}^\circ $$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""163"" src=""https://taltools.speiyou.com"" width=""216"" /></p>
<p>&there4;$$\angle ADC=100{}^\circ -\angle A-\angle C=180{}^\circ -30{}^\circ -30{}^\circ =120{}^\circ $$，</p>
<p>∵$$BC$$为直径，</p>
<p>&there4;$$\angle BDC=90{}^\circ $$，</p>
<p>&there4;$$\angle ADB=\angle ADC-\angle BDC=120{}^\circ -90{}^\circ =30{}^\circ $$，</p>
<p>&there4;$$OC=OD$$，</p>
<p>∵$$\angle ODC=\angle C=30{}^\circ $$，</p>
<p>&there4;$$\angle BDO=\angle BDC-\angle ODC=60{}^\circ $$，</p>
<p>&there4;$$\angle ADO=\angle ADB+\angle BDO=30{}^\circ +60{}^\circ =90{}^\circ $$，</p>
<p>∵$$OD\bot AD$$，</p>
<p>&there4;$$AD$$与⊙$$O$$相切． &nbsp;</p>",普通题,切线的判定定理
3800,49779,"<p>$$2\left( 3x-2 \right)\left( 3x+2 \right)$$．</p>
解析：
<p>$$2\left( 3x-2 \right)\left( 3x+2 \right)$$</p>
<p>$$=2\left( 9{{x}^{2}}-4 \right)$$</p>
<p>$$=18{{x}^{2}}-8$$．</p>",普通题,平方差公式的计算
3801,19299,"<p>计算：$$\left(a+b+c\right)\left(a-b-c\right)$$．</p>
解析：
<p>原式$$=\left[ a+\left(b+c\right) \right]\left[ a-\left(b+c\right) \right]={{a}^{2}}-{{\left(b+c\right)}^{2}}={{a}^{2}}-{{b}^{2}}-{{c}^{2}}-2bc$$．</p>",普通题,平方差公式的计算
3802,16030,"<p>将顶点$$M$$向右平移$$m\left( m&gt;0 \right)$$个单位至点$${{M}_{1}}$$，再过点$${{M}_{1}}$$作直线$$l$$的对称点$${{M}_{2}}$$．若点$${{M}_{2}}$$在$$x$$轴上方的图象上一点且到$$x$$轴距离为$$1$$，求$$m$$，$$n$$的值．</p>
解析：
<p>由（$$1$$）知：$$y=-{{x}^{2}}+2x+3={{\left( x-1 \right)}^{2}}+4$$，</p>
<p>∴$$M\left( 1,4 \right)$$，将$$M$$向右平移$$m\left( m&gt;0 \right)$$个单位至点$${{M}_{1}}$$，</p>
<p>∴$${{M}_{1}}\left( 1+m,4 \right)$$，从而关于直线$$l:y=n$$的对称点$${{M}_{2}}(1+m,2n-4)$$，</p>
<p>又∵点$${{M}_{2}}$$在$$x$$轴上方抛物线上一点且$$x$$轴距离为$$1$$，</p>
<p>∴$$2n-4=1\Rightarrow n=\frac{5}{2}$$，再将$${{M}_{2}}\left( 1+m,1 \right)$$代入抛物线得：</p>
<p>$$-{{m}^{2}}+4=1\Rightarrow {{m}_{1}}=\sqrt{3}$$，$${{m}_{2}}=-\sqrt{3}$$（舍），</p>
<p>综上可知：$$m=\sqrt{3}$$，$$n=\frac{5}{2}$$．</p>
<p>故答案为：$$m=\sqrt{3}$$，$$n=\frac{5}{2}$$．</p>",普通题,二次函数与动点问题
3803,35587,"<p>定义：$$a$$是不为$$1$$的有理数，我们把$$\frac{1}{1-a}$$称为$$a$$的差倒数．如：$$2$$的差倒数是$$\frac{1}{1-2}=-1$$，$$-1$$的差倒数是$$\frac{1}{1-\left( -1 \right)}=\frac{1}{2}$$．已知$${{a}_{1}}=-\frac{1}{3}$$，$${{a}_{2}}$$是$${{a}_{1}}$$的差倒数，$${{a}_{3}}$$是$${{a}_{2}}$$的差倒数，$${{a}_{4}}$$是$${{a}_{3}}$$的差倒数，&hellip;，依此类推，则$${{a}_{2016}}=$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>$$\because {{a}_{1}}=-\frac{1}{3}$$，</p>
<p>$${{a}_{2}}=\frac{1}{1-\left( -\frac{1}{3} \right)}=\frac{3}{4}$$，</p>
<p>$${{a}_{3}}=\frac{1}{1-\frac{3}{4}}=4$$，</p>
<p>$${{a}_{4}}=\frac{1}{1-4}=-\frac{1}{3}$$，</p>
<p>&hellip;</p>
<p>$$\therefore $$数列以$$-\frac{1}{3},\frac{3}{4}$$，$$4$$三个数依次不断循环，</p>
<p>$$\because 2016\div 3=672$$，</p>
<p>$$\therefore {{a}_{2016}}={{a}_{3}}=4$$．</p>",普通题,数列找规律-具有周期规律的数列
3804,38317,"<p>求$$A$$，$$B$$两种型号装饰链的进货单价．</p>
解析：
<p>设$$B$$型号装饰链的进货单价为$$x$$元，则$$A$$型号装饰链的进货单价为$$\left( x+20 \right)$$元，</p>
<p>根据题意得，$$\frac{500}{x+20}=\frac{400}{x}$$，</p>
<p>解得：$$x=80$$，</p>
<p>经检验：$$x=80$$是原方程的解，</p>
<p>则，$$A$$型号装饰链的进货单价为$$100$$元，$$B$$型号装饰链的进货单价为$$80$$元．</p>",普通题,分式方程的经济问题
3805,2844,"<p>当$$x=$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;时，代数式$$6x+1$$与$$-2x-5$$的值互为相反数．</p>
解析：
<p>代数式$$6x+1$$与$$-2x-5$$互为相反数，</p>
<p>即$$6x+1+(-2x-5)=0$$，</p>
<p>解得：$$x=1$$，</p>
<p>故此题填$$1$$．</p>",普通题,常规一元一次方程解法
3806,29389,"<p><span>求该抛物线的表达式．</span></p>
解析：
<p style=""text-align:start; text-indent:0px"">∵当$$x=0$$时，&there4;$$C$$($$0$$,3)，$$OC=3$$ ，</p>
<p style=""text-align:start; text-indent:0px"">在$$\text{Rt}\triangle COB$$中，∵$$\tan \angle CBA=\frac{1}{2}$$，</p>
<p style=""text-align:start; text-indent:0px"">&there4;$$\frac{OC}{OB}=\frac{1}{2}$$，</p>
<p style=""text-align:start; text-indent:0px"">&there4;$$OB=2OC=6$$，</p>
<p style=""text-align:start; text-indent:0px"">&there4;点$$B$$($$6$$,0)，</p>
<p style=""text-align:start; text-indent:0px"">把$$A$$($$2$$,0)、$$B$$($$6$$,0)分别代入$$y=a{{x}^{2}}+bx+3$$，得：$$\begin{cases}4a+2b+3=0 \\ 36a+6b+3=0 \\\end{cases}$$，解得：$$\begin{cases}a=\frac{1}{4} \\ b=-2 \\\end{cases}$$</p>
<p style=""text-align:start; text-indent:0px"">&there4;该抛物线表达式为$$y=\frac{1}{4}{{x}^{2}}-2x+3$$．</p>",普通题,二次函数一般式
3807,21120,"<p>用画树状图或列表格等方法，求事件&ldquo;从袋中同时摸出两个球，号码之和为$$6$$&rdquo;的概率$${{P}_{2}}$$．</p>
解析：
<p>列表得：</p>

<table align=""center"" border=""1"" cellpadding=""0"" cellspacing=""0"">
	<tbody>
		<tr>
			<td style=""width:63px"">
			<p>$$6$$</p></td>
			<td style=""width:47px"">
			<p style=""text-align:center"">$$7$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$8$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$9$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$10$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$11$$</p></td>
			<td style=""text-align:center; width:55px"">&nbsp;</td>
		</tr>
		<tr>
			<td style=""width:63px"">
			<p>$$5$$</p></td>
			<td style=""width:47px"">
			<p style=""text-align:center"">$$6$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$7$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$8$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$9$$</p></td>
			<td style=""text-align:center; width:55px"">&nbsp;</td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$11$$</p></td>
		</tr>
		<tr>
			<td style=""width:63px"">
			<p>$$4$$</p></td>
			<td style=""width:47px"">
			<p style=""text-align:center"">$$5$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$6$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$7$$</p></td>
			<td style=""text-align:center; width:55px"">&nbsp;</td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$9$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$10$$</p></td>
		</tr>
		<tr>
			<td style=""width:63px"">
			<p>$$3$$</p></td>
			<td style=""width:47px"">
			<p style=""text-align:center"">$$4$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$5$$</p></td>
			<td style=""text-align:center; width:55px"">&nbsp;</td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$7$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$8$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$9$$</p></td>
		</tr>
		<tr>
			<td style=""width:63px"">
			<p>$$2$$</p></td>
			<td style=""width:47px"">
			<p style=""text-align:center"">$$3$$</p></td>
			<td style=""text-align:center; width:55px"">&nbsp;</td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$5$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$6$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$7$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$8$$</p></td>
		</tr>
		<tr>
			<td style=""width:63px"">
			<p>$$1$$</p></td>
			<td style=""text-align:center; width:47px"">&nbsp;</td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$3$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$4$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$5$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$6$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$7$$</p></td>
		</tr>
		<tr>
			<td style=""width:63px"">&nbsp;</td>
			<td style=""width:47px"">
			<p style=""text-align:center"">$$1$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$2$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$3$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$4$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$5$$</p></td>
			<td style=""width:55px"">
			<p style=""text-align:center"">$$6$$</p></td>
		</tr>
	</tbody>
</table>

<p>从袋中同时摸出两个球的可能性有$$\left( 1,2 \right)$$、$$\left( 1,3 \right)$$、$$\left( 1,4 \right)$$、$$\left( 1,5 \right)$$、$$\left( 1,6 \right)$$、$$\left( 2,3 \right)$$、$$\left( 2,4 \right)$$、$$\left( 2,5 \right)$$、$$\left( 2,6 \right)$$、$$\left( 3,4 \right)$$、$$\left( 3,5 \right)$$、$$\left( 3,6 \right)$$、$$\left( 4,5 \right)$$、$$\left( 4,6 \right)$$、$$\left( 5,6 \right)$$，共十五种，号码之和为$$6$$的有$$\left( 1,5 \right)$$、$$\left( 2,4 \right)$$，所以$${{P}_{2}}=\frac{2}{15}$$．</p>",普通题,列表法
3808,54664,"<p>孟德尔选用纯种的高茎豌豆和纯种的矮茎豌豆杂交，所得的子一代性状表现为高茎豌豆，基因组成是&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>高茎豌豆和矮茎豌豆杂交，子一代中只出现了高茎豌豆，说明豌豆的高茎是显性性状，隐性基因习惯用小写英文字母表示，对应的显性基因则以相应的大写英文字母表示，若矮茎豌豆的基因组成是 $$dd$$，则亲代高茎豌豆的基因组成是 $$DD$$，子一代高茎豌豆的基因组成是$$~Dd$$．</p>",普通题,树形图
3809,24470,"<p>$$3{{a}^{3}}+{{a}^{2}}-2{{a}^{3}}-{{a}^{2}}$$．</p>

解析：
<p>$$~~~~$$$$3{{a}^{3}}+{{a}^{2}}-2{{a}^{3}}-{{a}^{2}}$$</p>
<p>$$=(3{{a}^{3}}-2{{a}^{3}})+({{a}^{2}}-{{a}^{2}})$$</p>
<p>$$={{a}^{3}}$$．</p>",普通题,整式加减
3810,30023,"<p>比较大小：$$\sqrt{2}$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;$$\sqrt[3]{3}$$．（填&ldquo;$$&gt;$$&rdquo;&ldquo;$$=$$&rdquo;或&ldquo;$$&lt;$$&rdquo;）</p>
解析：
<p>∵$${{(\sqrt{2})}^{3}}={{(\sqrt{2})}^{2}}\cdot \sqrt{2}=2\sqrt{2}$$，$${{(\sqrt[3]{3})}^{3}}=3$$，</p>
<p>而$$2\sqrt{2}=\sqrt{8}$$，$$3=\sqrt{9}$$，$$\sqrt{8}&lt;\sqrt{9}$$，</p>
<p>&there4;$$\sqrt{2}&lt;{}\sqrt[3]{3}$$．</p>
<p>故答案为：$$&lt;{}$$．</p>",普通题,无理数大小的比较
3811,4690,"<p>已知点$$M(2a+b,3)$$和点$$N(5,-6a)$$关于$$y$$轴对称，求$$3a-b$$的值．</p>

解析：
<p>因为点$$M(2a+b,3)$$和点$$N(5,-6a)$$关于$$y$$轴对称，</p>
<p>所以$$2a+b=-5$$，$$-6a=3$$，解得$$a=-\frac{1}{2}$$，$$b=-4$$，</p>
<p>所以$$3a-b=3\times \left( -\frac{1}{2} \right)-(-4)=-\frac{3}{2}+4=\frac{5}{2}$$．</p>",普通题,坐标系中的对称-点关于坐标轴对称
3812,43357,"<p>某会议接待员把汽车停在停车场，进入该层电梯，往上$$14$$层，又下$$5$$层，再下$$3$$层，最后上$$6$$层，你知道他最后在哪里？</p>
解析：
<p>$$0+14-5-3+6=12$$(层)．</p>
<p>答：他最后停在$$12$$层．</p>",普通题,有理数加减混合运算
3813,23390,"<p>学校准备购进这两种跳绳共$$50$$根，并且短绳的数量不超过长绳数量的$$2$$倍，总费用不超过$$1020$$元，请设计出最省钱的购买方案，并说明理由．</p>
解析：
<p>设学校准备购进$$a$$根短绳，则购进$$(50-a)$$根长绳，依题意可知：</p>
<p>$$\begin{cases}a\leqslant 2(50-a) \\ 10a+36(50-a)\leqslant 1020 \\ \end{cases}$$，</p>
<p>解得$$30\leqslant a\leqslant \frac{100}{3}$$，</p>
<p>∵$$a$$为正整数，</p>
<p>&there4;$$a$$可以取$$30$$，$$31$$，$$32$$，$$33$$，</p>
<p>∵短绳价格比长绳价格低，</p>
<p>&there4;购进更多的短绳会比较省钱，故购进$$33$$根短绳，$$17$$根长绳是符合题意且最省钱的方案．</p>",普通题,不等式组的方案选择问题
3814,20514,"<p>如果收入$$500$$元记作$$+500$$元，那么支出$$200$$元记作&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>∵收入$$500$$元记作$$+500$$元，</p>
<p>&there4;支出$$200$$记作$$-200$$元，</p>
<p>故答案为：$$-200$$元．</p>",普通题,相反意义的量
3815,51738,"<p>将点$$C$$拖动到如图$$2$$所示的位置，（1）中的结论还成立吗？请说明理由．</p>
<p style=""text-align:right""><img alt="""" data=""https://taltools.speiyou.com"" height=""115"" src=""https://taltools.speiyou.com"" style=""float:right"" width=""120"" /></p>
解析：
<p>在$$\odot O$$中，$$OC=OA=OB$$</p>
<p>$$\therefore \angle AOD=2\angle ACD$$</p>
<p>$$\angle DOB=2\angle DCB$$</p>
<p>$$\therefore \angle AOB=\angle DOB-\angle AOD=2\angle DCB-2\angle ACD=2\angle ACB$$．</p>",普通题,圆周角定理以及应用
3816,7876,"<p>若抛物线$${{C}^{\prime }}$$与抛物线$$C$$在$$y$$轴的右侧有两个不同的公共点，求$$m$$的取值范围．</p>
解析：
<p>由题意得抛物线$${{C}^{\prime }}$$的顶点坐标为($$2m$$，$$-4$$)，设抛物线$${{C}^{\prime }}$$的解析式为$$y=\frac{1}{2}{{\left( x-2m \right)}^{2}}-4$$，</p>
<p>由$$\begin{cases}y=-\frac{1}{2}{{x}^{2}}+4 \\ y=\frac{1}{2}{{(x-2m)}^{2}}-4 \\\end{cases}$$，消去$$y$$得到$${{x}^{2}}-2mx+2{{m}^{2}}-8=0$$，</p>
<p>由题意，抛物线$${{C}^{\prime }}$$与抛物线$$C$$在$$y$$轴的右侧有两个不同的公共点，</p>
<p>则有$$\begin{cases}{{(2m)}^{2}}-4(2{{m}^{2}}-8)>0 \\ 2m>0 \\ 2{{m}^{2}}-8>0 \\\end{cases}$$，解得$$2  <  m  <  2\sqrt{2}$$，</p>
<p>$$\therefore $$满足条件的$$m$$的取值范围为$$2  <  m  <  2\sqrt{2}$$．</p>",普通题,二次函数与坐标轴交点
3817,24276,"<p>如果分式$$\frac{x}{x-1}$$有意义，那么$$x$$取值范围是（ &nbsp; ）．</p>
解析：
<p>由题意得：$$x-1\ne 0$$，</p>
<p>解得：$$x\ne 1$$．</p>
<p>故选$$\text{B}$$．</p>",普通题,分式有意义的条件
3818,31280,"<p>$$(5 \sqrt{48}-6 \sqrt{27}+4 \sqrt{15})\div \sqrt{3}$$．</p>
解析：
<p>$$\begin{eqnarray}&amp;&amp;(5 \sqrt{48}-6 \sqrt{27}+4 \sqrt{15})\div \sqrt{3}\\ &amp;=&amp;5 \sqrt{48}\div \sqrt{3}-6 \sqrt{27}\div \sqrt{3}+4 \sqrt{15}\div \sqrt{3}\\ &amp;=&amp;5 \sqrt{48 \div 3}-6 \sqrt{27 \div 3}+4 \sqrt{15 \div 3}\\ &amp;=&amp;5 \sqrt{16}-6 \sqrt{9}+4 \sqrt{5}\\ &amp;=&amp;5 \times 4-6 \times 3+4 \sqrt{5}\\ &amp;=&amp;20-18+4 \sqrt{5}\\ &amp;=&amp;2+4 \sqrt{5}．\end{eqnarray}$$</p>",普通题,二次根式的四则混合运算
3819,50342,"<p>当$$x$$为何值时，$$y>0$$？</p>
解析：
<p>解：如图所示：$$x  <  -1$$或$$x>3$$时，$$y>0$$．</p>
<p><img alt="""" height=""214"" src=""https://taltools.speiyou.com"" width=""208"" /></p>",普通题,函数图象与实际问题
